Name,Contig Length,Average Depth,Percent Coverage,Max Depth
contig24799,357,3.8,100,6
contig24800,368,6.93,100,10
contig24801,369,4.88,100,6
contig24802,357,4.24,100,5
contig24803,382,9.19,100,11
contig24804,382,11.16,100,12
contig24805,372,5.07,100,6
contig24806,391,19.24,100,21
contig24807,387,10.33,100,12
contig24808,361,3.83,100,5
contig24809,386,14.2,100,18
contig24810,357,3.75,100,6
contig24811,363,3.16,100,5
contig24812,360,3.78,100,7
contig24813,376,5.1,100,7
contig24814,364,4.08,100,7
contig24815,393,10.86,100,17
contig24816,381,7.85,100,13
contig24817,354,2.72,100,4
contig24818,365,4.89,100,6
contig24819,358,3.35,100,4
contig24820,356,3.96,100,5
contig24821,401,30.59,100,38
contig24822,390,11.9,100,16
contig24823,395,5.84,100,12
contig24824,367,6.13,100,9
contig24825,358,6.69,100,8
contig24826,355,3.62,100,6
contig24827,366,4.67,100,6
contig24828,378,10,100,12
contig24829,359,4.21,100,5
contig24830,359,4.66,100,6
contig24831,354,2.95,100,5
contig24832,369,3.48,100,8
contig24833,381,3.99,100,5
contig24834,364,4.37,100,5
contig24835,362,8.22,100,9
contig24836,380,9.66,100,13
contig24837,380,8.37,100,10
contig24838,363,5.81,100,8
contig24839,362,5.13,100,8
contig24840,389,26.8,100,42
contig24841,354,2.87,100,3
contig24842,355,4.67,100,6
contig24843,361,4.63,100,11
contig24844,368,6.02,100,8
contig24845,358,3.97,100,5
contig24846,358,4.01,100,5
contig24847,374,12.51,100,14
contig24848,381,8.62,100,11
contig24849,377,12.66,100,14
contig24850,358,5.6,100,7
contig24851,367,4.4,100,6
contig24852,364,5.6,100,8
contig24853,372,4.45,100,5
contig24854,358,3.72,100,5
contig24855,358,4.08,100,5
contig24856,359,4.28,100,8
contig24857,388,14.58,100,19
contig24858,377,6.59,100,9
contig24859,363,5.57,100,10
contig24860,368,3.3,100,5
contig24861,437,58.98,100,69
contig24862,362,4.84,100,6
contig24863,365,7.84,100,10
contig24864,366,4.89,100,6
contig24865,354,3.52,100,9
contig24866,356,2.61,100,4
contig24867,352,2.08,100,3
contig24868,354,3.68,100,5
contig24869,488,17.82,100,28
contig24870,419,38.35,100,53
contig24871,387,21.56,100,124
contig24872,360,2.8,100,5
contig24873,423,24.79,100,36
contig24874,375,11.69,100,12
contig24875,367,8.36,100,10
contig24876,364,5.29,100,6
contig24877,370,5.85,100,8
contig24878,383,5.55,100,6
contig24879,360,5.68,100,7
contig24880,358,4,100,5
contig24881,356,3.56,100,5
contig24882,362,7.05,100,11
contig24883,361,3.42,100,5
contig24884,358,5.65,100,8
contig24885,365,4.75,100,7
contig24886,371,4.19,100,6
contig24887,360,2.98,100,7
contig24888,365,4.45,100,6
contig24889,372,11.23,100,13
contig24890,364,6.23,100,8
contig24891,359,3.69,100,4
contig24892,362,3.47,100,5
contig24893,362,5.81,100,8
contig24894,353,3.17,100,4
contig24895,354,4.98,100,7
contig24896,383,12.58,100,16
contig24897,429,41.26,100,65
contig24898,511,187.05,100,226
contig24899,517,156.65,100,332
contig24900,352,8.33,100,11
contig24901,352,4.07,100,5
contig24902,367,7.08,100,8
contig24903,357,3.65,100,6
contig24904,364,7.34,100,9
contig24905,395,19.26,100,22
contig24906,356,3.87,100,5
contig24907,357,4.67,100,6
contig24908,402,28.46,100,32
contig24909,358,4.04,100,5
contig24910,361,5.24,100,6
contig24911,356,3.05,100,6
contig24912,369,4.99,100,7
contig24913,382,10.79,100,14
contig24914,362,6.17,100,8
contig24915,385,14.15,100,20
contig24916,352,2.52,100,6
contig24917,352,3.81,100,5
contig24918,413,30.99,100,42
contig24919,350,2,100,2
contig24920,391,11.98,100,16
contig24921,353,2.8,100,3
contig24922,354,2.25,100,3
contig24923,371,6.13,100,8
contig24924,353,3.76,100,4
contig24925,358,3.27,100,5
contig24926,741,982.56,100,1660
contig24927,382,21.77,100,50
contig24928,368,6.15,100,9
contig24929,355,4.43,100,10
contig24930,371,4.68,100,13
contig24931,415,48.64,100,60
contig24932,355,4.63,100,7
contig24933,381,17.58,100,20
contig24934,371,7.89,100,10
contig24935,372,10.51,100,13
contig24936,393,26.27,100,29
contig24937,366,4.52,100,6
contig24938,355,3.63,100,5
contig24939,367,7.53,100,10
contig24940,358,5.67,100,8
contig24941,370,6.36,100,8
contig24942,381,8.91,100,14
contig24943,376,8.48,100,11
contig24944,357,5.31,100,8
contig24945,362,4.14,100,5
contig24946,351,4.01,100,5
contig24947,366,3.99,100,5
contig24948,352,4.3,100,6
contig24949,369,3.67,100,4
contig24950,351,2.66,100,4
contig24951,356,2.82,100,5
contig24952,371,4.6,100,7
contig24953,355,4.33,100,6
contig24954,357,3.93,100,5
contig24955,362,4.37,100,8
contig24956,355,3.83,100,6
contig24957,358,3.72,100,5
contig24958,369,5.61,100,9
contig24959,359,3.65,100,5
contig24960,358,5.15,100,8
contig24961,484,85.66,100,112
contig24962,364,4.93,100,6
contig24963,376,6.76,100,9
contig24964,349,2,100,2
contig24965,366,6.69,100,22
contig24966,373,5.69,100,7
contig24967,351,3.82,100,5
contig24968,348,1.27,100,3
contig24969,391,19.24,100,24
contig24970,357,3.49,100,5
contig24971,356,4.43,100,9
contig24972,356,6.89,100,8
contig24973,354,5.59,100,7
contig24974,358,4.55,100,6
contig24975,364,10,100,12
contig24976,362,5.56,100,7
contig24977,365,4.75,100,7
contig24978,358,4.78,100,6
contig24979,376,8.94,100,11
contig24980,351,3.19,100,5
contig24981,371,8.51,100,12
contig24982,356,2.64,100,4
contig24983,357,3.51,100,6
contig24984,351,3.33,100,6
contig24985,378,19.61,100,45
contig24986,369,9.17,100,16
contig24987,392,17.11,100,22
contig24988,379,18.8,100,22
contig24989,435,26.45,100,38
contig24990,392,32.67,100,52
contig24991,357,5.95,100,8
contig24992,351,5.02,100,6
contig24993,362,3.62,100,5
contig24994,365,20.47,100,32
contig24995,377,4.56,100,16
contig24996,355,5.19,100,12
contig24997,350,5.89,100,7
contig24998,359,6.7,100,7
contig24999,364,8.73,100,11
contig25000,372,9.6,100,11
contig25001,360,4.88,100,6
contig25002,354,4.78,100,6
contig25003,362,11,100,13
contig25004,380,14.7,100,17
contig25005,374,8.57,100,10
contig25006,378,11.81,100,15
contig25007,357,4.22,100,6
contig25008,372,8.91,100,11
contig25009,353,3.3,100,5
contig25010,367,6.45,100,8
contig25011,376,11.55,100,15
contig25012,355,3.8,100,5
contig25013,356,4.7,100,7
contig25014,446,47.52,100,61
contig25015,350,5.11,100,13
contig25016,355,3.88,100,5
contig25017,354,4.76,100,8
contig25018,349,4.06,100,6
contig25019,347,3.05,100,4
contig25020,401,7.18,100,9
contig25021,424,44.65,100,77
contig25022,349,3.31,100,5
contig25023,350,2.83,100,4
contig25024,547,596.28,100,662
contig25025,368,4.78,100,7
contig25026,349,2.73,100,5
contig25027,353,3.97,100,10
contig25028,363,7.71,100,12
contig25029,354,3.51,100,5
contig25030,352,3.56,100,4
contig25031,348,3.27,100,4
contig25032,405,20.33,100,23
contig25033,352,5.95,100,6
contig25034,352,4.02,100,5
contig25035,362,11.5,100,13
contig25036,363,6.7,100,7
contig25037,354,7.03,100,9
contig25038,348,3.6,100,6
contig25039,356,4.45,100,6
contig25040,347,4.19,100,5
contig25041,352,4.85,100,6
contig25042,384,25.68,100,28
contig25043,351,4.93,100,6
contig25044,352,4.64,100,5
contig25045,358,4.7,100,8
contig25046,355,4.73,100,6
contig25047,362,4.31,100,6
contig25048,366,7.66,100,9
contig25049,354,4.48,100,6
contig25050,350,4.13,100,9
contig25051,350,3.16,100,4
contig25052,353,3.09,100,4
contig25053,350,3.53,100,7
contig25054,369,6.64,100,10
contig25055,369,10.79,100,17
contig25056,364,8.42,100,12
contig25057,347,3.79,100,6
contig25058,360,5.42,100,7
contig25059,346,2.86,100,6
contig25060,349,2.92,100,4
contig25061,413,38.54,100,47
contig25062,352,6.25,100,11
contig25063,349,3.06,100,5
contig25064,394,9.01,100,14
contig25065,472,56.76,100,77
contig25066,399,26.75,100,44
contig25067,363,12.23,100,14
contig25068,345,2.22,100,3
contig25069,347,4.02,100,6
contig25070,375,26.53,100,71
contig25071,351,2.79,100,3
contig25072,345,2.38,100,4
contig25073,354,5.36,100,6
contig25074,351,5.44,100,7
contig25075,355,6.42,100,8
contig25076,354,5.77,100,6
contig25077,413,138.36,100,768
contig25078,362,5.06,100,7
contig25079,349,3.96,100,5
contig25080,355,3.77,100,8
contig25081,363,7.48,100,10
contig25082,362,4.77,100,7
contig25083,358,3.89,100,5
contig25084,375,9.93,100,12
contig25085,353,4.12,100,6
contig25086,359,3.83,100,6
contig25087,355,7.41,100,14
contig25088,345,1,100,1
contig25089,581,61.95,100,108
contig25090,354,7.02,100,11
contig25091,344,2.11,100,3
contig25092,348,3.37,100,4
contig25093,353,5.12,100,7
contig25094,360,10.85,100,12
contig25095,345,5.35,100,6
contig25096,352,3.83,100,6
contig25097,362,7.19,100,10
contig25098,358,5.38,100,8
contig25099,351,3.71,100,4
contig25100,348,3.8,100,6
contig25101,360,4.39,100,13
contig25102,409,30.52,100,36
contig25103,350,2.61,100,3
contig25104,351,3.33,100,5
contig25105,382,18.67,100,23
contig25106,434,29.12,100,45
contig25107,509,190.46,100,381
contig25108,352,4.29,100,7
contig25109,356,3.31,100,4
contig25110,363,8.39,100,12
contig25111,352,3.52,100,6
contig25112,511,137.32,100,180
contig25113,362,10.51,100,13
contig25114,348,6.89,100,10
contig25115,351,4.68,100,7
contig25116,343,5.02,100,6
contig25117,357,6.96,100,9
contig25118,373,4.19,100,6
contig25119,363,8.39,100,11
contig25120,368,12.59,100,14
contig25121,350,4.85,100,6
contig25122,346,6.46,100,8
contig25123,375,11.63,100,13
contig25124,345,3.33,100,4
contig25125,360,5.23,100,7
contig25126,360,7.79,100,11
contig25127,380,9.67,100,12
contig25128,352,4.93,100,8
contig25129,343,2,100,2
contig25130,352,3.5,100,6
contig25131,362,4.11,100,6
contig25132,355,9.84,100,13
contig25133,347,3.69,100,5
contig25134,347,3.41,100,5
contig25135,360,9.66,100,11
contig25136,352,4.77,100,7
contig25137,343,2,100,3
contig25138,351,6.92,100,11
contig25139,353,4.06,100,6
contig25140,509,83.81,100,124
contig25141,356,4.34,100,6
contig25142,344,4.54,100,7
contig25143,347,5.25,100,7
contig25144,342,4.01,100,6
contig25145,356,5.52,100,6
contig25146,358,4.67,100,7
contig25147,351,4.7,100,6
contig25148,354,4.31,100,6
contig25149,351,5.07,100,12
contig25150,357,5.03,100,6
contig25151,349,3.68,100,7
contig25152,354,3.67,100,6
contig25153,353,3.76,100,6
contig25154,427,53.09,100,72
contig25155,369,10.06,100,20
contig25156,358,6.53,100,14
contig25157,377,22.59,100,25
contig25158,342,3.25,100,4
contig25159,346,4.79,100,6
contig25160,356,3.03,100,4
contig25161,359,6.02,100,10
contig25162,358,9.56,100,12
contig25163,358,11.49,100,16
contig25164,364,6.57,100,11
contig25165,345,4.24,100,9
contig25166,347,6.56,100,8
contig25167,363,12.88,100,14
contig25168,354,6.61,100,7
contig25169,354,7.06,100,9
contig25170,351,5.2,100,6
contig25171,349,11.42,100,13
contig25172,355,6.04,100,8
contig25173,349,5.3,100,6
contig25174,363,11.28,100,13
contig25175,348,4.71,100,5
contig25176,361,6.83,100,9
contig25177,349,4.4,100,6
contig25178,349,4.21,100,6
contig25179,351,6.06,100,7
contig25180,347,7.71,100,11
contig25181,346,3.61,100,6
contig25182,351,4.89,100,7
contig25183,359,3.84,100,5
contig25184,414,39.6,100,48
contig25185,349,5.57,100,7
contig25186,391,33.71,100,46
contig25187,367,11.13,100,16
contig25188,349,4.47,100,9
contig25189,399,124.43,100,212
contig25190,372,4.69,100,6
contig25191,601,182.56,100,357
contig25192,352,2.83,100,4
contig25193,348,4.07,100,54
contig25194,711,528.79,100,973
contig25195,345,2.14,100,4
contig25196,377,12.15,100,21
contig25197,346,2.53,100,6
contig25198,340,4.6,100,6
contig25199,388,20.75,100,22
contig25200,356,7.18,100,12
contig25201,346,4.53,100,5
contig25202,369,14.18,100,18
contig25203,359,14.94,100,19
contig25204,364,10.03,100,12
contig25205,351,5.03,100,6
contig25206,358,6.94,100,8
contig25207,350,8.73,100,10
contig25208,345,3.03,100,4
contig25209,353,4.81,100,10
contig25210,355,5.25,100,7
contig25211,368,3.39,100,7
contig25212,349,3.83,100,6
contig25213,347,3.52,100,5
contig25214,346,5.06,100,8
contig25215,364,9.92,100,16
contig25216,433,66.23,100,91
contig25217,375,35.5,100,68
contig25218,441,54.53,100,70
contig25219,393,15.16,100,21
contig25220,340,1.96,100,5
contig25221,403,55.35,100,65
contig25222,354,5.08,100,7
contig25223,343,3.59,100,6
contig25224,347,6.99,100,8
contig25225,353,8.37,100,10
contig25226,364,10.01,100,12
contig25227,358,8.34,100,9
contig25228,368,10.87,100,13
contig25229,352,4.97,100,6
contig25230,349,8.6,100,14
contig25231,356,6.79,100,9
contig25232,352,4.71,100,7
contig25233,354,3.78,100,5
contig25234,351,5.43,100,7
contig25235,355,4.86,100,6
contig25236,356,5.89,100,7
contig25237,345,4.96,100,7
contig25238,359,6.16,100,8
contig25239,351,4.85,100,6
contig25240,356,3.51,100,5
contig25241,344,3.49,100,5
contig25242,353,4.17,100,6
contig25243,339,1.44,100,2
contig25244,400,15.45,100,24
contig25245,371,17.14,100,22
contig25246,346,6.68,100,9
contig25247,359,5.27,100,7
contig25248,378,21.11,100,44
contig25249,338,2.79,100,3
contig25250,344,3.36,100,5
contig25251,347,5.74,100,8
contig25252,370,30.15,100,37
contig25253,350,5.55,100,7
contig25254,354,4.68,100,6
contig25255,344,3.8,100,4
contig25256,344,4.62,100,6
contig25257,346,3.04,100,6
contig25258,354,4.6,100,6
contig25259,349,4.98,100,6
contig25260,339,2.29,100,5
contig25261,356,10.54,100,14
contig25262,349,6.6,100,8
contig25263,386,5.37,100,9
contig25264,346,10.82,100,17
contig25265,348,3.69,100,5
contig25266,342,3.37,100,4
contig25267,407,34.66,100,51
contig25268,366,12.24,100,31
contig25269,414,48.03,100,86
contig25270,563,122.27,100,201
contig25271,337,1.64,100,2
contig25272,340,4.21,100,7
contig25273,338,4.76,100,8
contig25274,452,83.98,100,106
contig25275,341,4.45,100,7
contig25276,345,4.61,100,8
contig25277,341,3.39,100,5
contig25278,345,8.18,100,9
contig25279,357,15.89,100,17
contig25280,349,7.96,100,8
contig25281,351,5.6,100,8
contig25282,363,24.93,100,27
contig25283,341,4.65,100,6
contig25284,347,3.8,100,5
contig25285,345,7.02,100,9
contig25286,369,9.01,100,10
contig25287,351,4.71,100,7
contig25288,381,9.89,100,13
contig25289,359,11.89,100,18
contig25290,344,6.58,100,9
contig25291,352,5.2,100,7
contig25292,352,14.68,100,20
contig25293,367,7.34,100,9
contig25294,339,3.21,100,4
contig25295,342,2.14,100,3
contig25296,372,14.25,100,26
contig25297,347,4.72,100,6
contig25298,359,4.97,100,8
contig25299,343,4.51,100,7
contig25300,337,2.12,100,3
contig25301,345,5.18,100,10
contig25302,338,2.09,100,3
contig25303,349,5.42,100,8
contig25304,358,11.82,100,17
contig25305,472,394.64,100,809
contig25306,571,384.75,100,456
contig25307,359,4.38,100,7
contig25308,344,3.29,100,10
contig25309,388,5.82,100,10
contig25310,338,3.1,100,4
contig25311,337,3.93,100,6
contig25312,339,4.71,100,7
contig25313,346,6.32,100,15
contig25314,373,24.08,100,28
contig25315,350,4.63,100,6
contig25316,383,4.93,100,6
contig25317,355,6.67,100,8
contig25318,352,4.89,100,6
contig25319,354,7.59,100,8
contig25320,352,6.25,100,7
contig25321,342,4.76,100,6
contig25322,345,4.5,100,6
contig25323,351,4.36,100,5
contig25324,346,6.98,100,8
contig25325,353,5.44,100,7
contig25326,350,3.99,100,5
contig25327,353,6.25,100,8
contig25328,491,137.74,100,198
contig25329,640,358.21,100,536
contig25330,349,5.53,100,9
contig25331,417,50.61,100,73
contig25332,357,6.2,100,9
contig25333,337,2.28,100,3
contig25334,364,6.62,100,9
contig25335,344,5.98,100,8
contig25336,336,3.17,100,4
contig25337,342,10.85,100,21
contig25338,341,5.01,100,9
contig25339,360,8.24,100,11
contig25340,336,2.22,100,3
contig25341,336,2.98,100,3
contig25342,384,16.59,100,25
contig25343,343,7.92,100,12
contig25344,351,5.09,100,6
contig25345,361,13.81,100,15
contig25346,349,5.03,100,6
contig25347,370,24.28,100,27
contig25348,336,5.15,100,6
contig25349,348,5.4,100,6
contig25350,349,5.7,100,6
contig25351,344,6.18,100,7
contig25352,375,13.9,100,17
contig25353,336,4.46,100,6
contig25354,340,4.5,100,6
contig25355,354,6.63,100,8
contig25356,349,3.42,100,5
contig25357,341,5.25,100,7
contig25358,339,6.43,100,8
contig25359,423,15.58,100,29
contig25360,346,3.41,100,12
contig25361,355,3.45,100,4
contig25362,344,6.46,100,8
contig25363,340,6.15,100,9
contig25364,345,3.29,100,5
contig25365,336,3.75,100,4
contig25366,338,3.27,100,4
contig25367,344,5.45,100,6
contig25368,511,24.01,100,28
contig25369,352,15.04,100,22
contig25370,445,133.53,100,282
contig25371,338,4.97,100,6
contig25372,339,5.05,100,6
contig25373,344,4.92,100,6
contig25374,353,6.47,100,7
contig25375,376,26.85,100,29
contig25376,344,5.25,100,6
contig25377,345,4.47,100,6
contig25378,345,5.01,100,8
contig25379,348,4.25,100,6
contig25380,340,4.52,100,5
contig25381,346,5.57,100,7
contig25382,379,20.11,100,23
contig25383,350,3.78,100,5
contig25384,352,4.55,100,6
contig25385,344,6.02,100,7
contig25386,339,3.02,100,6
contig25387,334,2.34,100,3
contig25388,339,3.12,100,4
contig25389,380,32.88,100,50
contig25390,443,68.88,100,110
contig25391,344,4.08,100,6
contig25392,371,12.69,100,15
contig25393,336,2.78,100,3
contig25394,360,10.11,100,15
contig25395,352,14.38,100,17
contig25396,373,9.25,100,14
contig25397,341,4.67,100,5
contig25398,335,3.69,100,5
contig25399,341,3.48,100,5
contig25400,339,6.13,100,8
contig25401,338,4.11,100,8
contig25402,345,3.19,100,6
contig25403,345,3.86,100,7
contig25404,334,2.57,100,3
contig25405,349,3.99,100,6
contig25406,461,79.3,100,106
contig25407,402,33.69,100,50
contig25408,339,7.14,100,10
contig25409,375,24.61,100,42
contig25410,362,20.78,100,28
contig25411,347,4.63,100,7
contig25412,349,8.41,100,9
contig25413,337,5.62,100,6
contig25414,347,8.89,100,13
contig25415,353,9.97,100,11
contig25416,342,3.99,100,5
contig25417,357,13.28,100,19
contig25418,357,5.25,100,6
contig25419,352,8.93,100,13
contig25420,347,6.42,100,10
contig25421,347,7.12,100,10
contig25422,339,3.7,100,5
contig25423,345,3.12,100,5
contig25424,344,5.66,100,8
contig25425,344,3.86,100,8
contig25426,355,4.38,100,6
contig25427,342,3.24,100,5
contig25428,346,3.01,100,6
contig25429,345,3.77,100,5
contig25430,352,4.72,100,6
contig25431,397,15.8,100,37
contig25432,337,3.14,100,5
contig25433,341,3.43,100,5
contig25434,342,4.49,100,5
contig25435,341,3.68,100,6
contig25436,355,21.46,100,23
contig25437,336,2.31,100,3
contig25438,333,4.89,100,6
contig25439,337,4.96,100,6
contig25440,336,2.54,100,3
contig25441,335,4.61,100,8
contig25442,406,36.36,100,43
contig25443,412,6.54,100,9
contig25444,435,91.18,100,111
contig25445,344,5.03,100,7
contig25446,335,6.4,100,10
contig25447,346,4.34,100,5
contig25448,356,10.92,100,15
contig25449,335,4.07,100,6
contig25450,335,5.46,100,7
contig25451,336,4.41,100,5
contig25452,353,6.91,100,9
contig25453,350,12.54,100,13
contig25454,349,10.24,100,11
contig25455,352,8.53,100,11
contig25456,340,3.93,100,7
contig25457,343,5.61,100,8
contig25458,339,2.6,100,5
contig25459,342,3.99,100,6
contig25460,350,10.15,100,13
contig25461,337,4.3,100,6
contig25462,426,11.53,100,16
contig25463,335,2.75,100,4
contig25464,333,4.68,100,9
contig25465,339,8.41,100,12
contig25466,348,3.46,100,5
contig25467,339,2.84,100,3
contig25468,371,7.38,100,11
contig25469,342,3.64,100,7
contig25470,619,377.11,100,640
contig25471,357,5.19,100,8
contig25472,372,15.73,100,18
contig25473,359,2.99,100,5
contig25474,350,6.5,100,9
contig25475,361,6.28,100,8
contig25476,351,7.03,100,8
contig25477,343,4.02,100,5
contig25478,332,3.2,100,4
contig25479,333,3.19,100,4
contig25480,688,541.64,100,669
contig25481,370,13.44,100,25
contig25482,336,5.47,100,8
contig25483,361,10.85,100,16
contig25484,333,4.23,100,6
contig25485,349,10.01,100,12
contig25486,351,11.72,100,20
contig25487,347,5.24,100,6
contig25488,347,6.08,100,10
contig25489,345,6.98,100,8
contig25490,338,6.29,100,8
contig25491,353,4.7,100,6
contig25492,341,4.26,100,7
contig25493,341,4.35,100,6
contig25494,351,5.41,100,9
contig25495,351,5.49,100,7
contig25496,341,4.89,100,6
contig25497,356,7.21,100,10
contig25498,339,4.4,100,8
contig25499,343,5.2,100,10
contig25500,331,2.63,100,4
contig25501,353,12.24,100,17
contig25502,345,4.02,100,6
contig25503,332,3,100,4
contig25504,333,3.28,100,4
contig25505,336,3.95,100,6
contig25506,335,3.36,100,5
contig25507,352,11.71,100,15
contig25508,338,5.1,100,7
contig25509,339,10.88,100,13
contig25510,344,7.24,100,9
contig25511,343,5.41,100,8
contig25512,358,14.89,100,23
contig25513,348,3.24,100,5
contig25514,341,6.08,100,12
contig25515,371,15.6,100,23
contig25516,331,3.68,100,5
contig25517,349,10.9,100,15
contig25518,339,4.81,100,5
contig25519,334,4.1,100,5
contig25520,336,3.88,100,5
contig25521,337,5.92,100,9
contig25522,338,4.96,100,8
contig25523,333,4.29,100,9
contig25524,335,3.26,100,5
contig25525,347,5.45,100,6
contig25526,348,6.13,100,7
contig25527,333,5.19,100,7
contig25528,337,3.53,100,5
contig25529,339,3.99,100,6
contig25530,337,4.91,100,9
contig25531,331,4.26,100,5
contig25532,339,4.56,100,8
contig25533,389,39.05,100,58
contig25534,352,9.21,100,15
contig25535,355,12.09,100,14
contig25536,330,2.62,100,3
contig25537,337,7.32,100,11
contig25538,337,4.69,100,7
contig25539,349,3.98,100,6
contig25540,388,8.94,100,37
contig25541,363,17.05,100,22
contig25542,331,3.8,100,5
contig25543,335,6.31,100,8
contig25544,336,3.5,100,4
contig25545,339,4.55,100,5
contig25546,344,14.44,100,15
contig25547,354,11.3,100,12
contig25548,331,3.16,100,5
contig25549,351,12.09,100,14
contig25550,355,10.97,100,13
contig25551,351,10.34,100,12
contig25552,331,3.84,100,6
contig25553,342,5.42,100,7
contig25554,351,5.31,100,6
contig25555,335,3.17,100,5
contig25556,333,3.43,100,6
contig25557,341,3.94,100,5
contig25558,335,3.12,100,5
contig25559,338,3.36,100,4
contig25560,349,8.95,100,12
contig25561,336,4.04,100,6
contig25562,355,11.43,100,16
contig25563,338,7.99,100,11
contig25564,334,4.37,100,7
contig25565,331,2.89,100,3
contig25566,336,6.65,100,14
contig25567,329,2.39,100,3
contig25568,332,4.17,100,6
contig25569,345,6.54,100,8
contig25570,342,4.46,100,10
contig25571,358,58.59,100,68
contig25572,362,4.87,100,10
contig25573,354,29.47,100,52
contig25574,334,4.81,100,7
contig25575,338,4.73,100,6
contig25576,333,3.92,100,5
contig25577,335,2.97,100,4
contig25578,343,5.36,100,6
contig25579,341,8.55,100,9
contig25580,330,3.71,100,6
contig25581,330,5.02,100,6
contig25582,353,8.49,100,10
contig25583,343,4.17,100,6
contig25584,340,4.14,100,5
contig25585,337,4.5,100,5
contig25586,348,2.97,100,6
contig25587,333,3.57,100,5
contig25588,366,8.3,100,12
contig25589,342,4.32,100,8
contig25590,336,4.2,100,6
contig25591,338,3.77,100,6
contig25592,329,4.74,100,8
contig25593,561,429.43,100,588
contig25594,328,2,100,2
contig25595,332,3.04,100,6
contig25596,365,27.5,100,43
contig25597,359,5.09,100,9
contig25598,328,2.36,100,3
contig25599,355,13.7,100,15
contig25600,338,6.92,100,8
contig25601,339,4.44,100,6
contig25602,332,3.64,100,5
contig25603,339,7.08,100,8
contig25604,340,5.16,100,6
contig25605,342,4.7,100,6
contig25606,333,4.25,100,6
contig25607,345,5.67,100,7
contig25608,397,48.84,100,65
contig25609,329,3.22,100,4
contig25610,377,17.97,100,23
contig25611,332,4.79,100,7
contig25612,338,4.14,100,7
contig25613,588,320.59,100,393
contig25614,339,4.03,100,5
contig25615,328,6.27,100,8
contig25616,337,3,100,4
contig25617,334,3.85,100,6
contig25618,330,4.72,100,6
contig25619,330,6.08,100,12
contig25620,357,9.12,100,13
contig25621,370,16.33,100,24
contig25622,327,2,100,2
contig25623,332,5.76,100,10
contig25624,346,4.96,100,9
contig25625,333,4.09,100,6
contig25626,435,29.18,100,97
contig25627,344,9.17,100,13
contig25628,326,1,100,1
contig25629,329,4.47,100,6
contig25630,340,5.85,100,8
contig25631,342,6.84,100,8
contig25632,328,3.54,100,5
contig25633,332,6.51,100,8
contig25634,334,4.81,100,7
contig25635,344,9.09,100,10
contig25636,347,5.45,100,7
contig25637,331,3.97,100,5
contig25638,351,9.79,100,13
contig25639,332,4.34,100,7
contig25640,336,7.82,100,14
contig25641,341,4.62,100,8
contig25642,337,2.88,100,4
contig25643,338,4.07,100,7
contig25644,339,5.83,100,7
contig25645,351,15.97,100,33
contig25646,341,5.96,100,10
contig25647,350,20.98,100,43
contig25648,342,3.99,100,5
contig25649,326,3.3,100,7
contig25650,334,4.49,100,11
contig25651,359,26.28,100,33
contig25652,564,267.62,100,354
contig25653,338,5.63,100,35
contig25654,341,5.78,100,21
contig25655,327,3.7,100,6
contig25656,363,28.93,100,36
contig25657,370,16.28,100,22
contig25658,359,19.84,100,21
contig25659,334,4.7,100,6
contig25660,335,6.44,100,7
contig25661,346,14.13,100,20
contig25662,350,11.93,100,14
contig25663,340,4.47,100,6
contig25664,333,6.55,100,7
contig25665,327,4.78,100,6
contig25666,335,5.3,100,8
contig25667,338,5.4,100,8
contig25668,334,4.02,100,6
contig25669,330,3.52,100,6
contig25670,390,49.05,100,76
contig25671,329,3.6,100,6
contig25672,337,5.39,100,7
contig25673,327,2.69,100,5
contig25674,330,4.8,100,8
contig25675,341,3.81,100,5
contig25676,329,3.46,100,5
contig25677,410,49.99,100,56
contig25678,341,4.69,100,7
contig25679,336,4.23,100,6
contig25680,331,4.93,100,7
contig25681,327,4.75,100,7
contig25682,330,4.6,100,9
contig25683,327,3.43,100,4
contig25684,336,11.67,100,15
contig25685,327,2.6,100,4
contig25686,338,8.59,100,12
contig25687,352,6.02,100,7
contig25688,325,4.24,100,5
contig25689,334,4.67,100,10
contig25690,326,5.99,100,11
contig25691,514,490.3,100,838
contig25692,569,443.35,100,639
contig25693,336,13.58,100,19
contig25694,336,6.31,100,8
contig25695,349,15.34,100,17
contig25696,340,10.46,100,12
contig25697,336,6.88,100,7
contig25698,334,5.68,100,7
contig25699,329,5.8,100,7
contig25700,332,4.9,100,6
contig25701,340,8.39,100,9
contig25702,332,4.13,100,6
contig25703,338,4.83,100,6
contig25704,329,3.98,100,5
contig25705,339,5.36,100,6
contig25706,336,7.24,100,8
contig25707,332,3.3,100,5
contig25708,353,10.32,100,19
contig25709,344,3.33,100,5
contig25710,325,2.4,100,3
contig25711,370,25.08,100,44
contig25712,325,3.38,100,7
contig25713,333,4.17,100,6
contig25714,325,3.04,100,4
contig25715,346,9.06,100,12
contig25716,390,22.01,100,37
contig25717,330,2.8,100,3
contig25718,329,4.14,100,6
contig25719,324,2,100,2
contig25720,334,4.94,100,7
contig25721,634,674.44,100,725
contig25722,352,4.79,100,27
contig25723,350,20.43,100,25
contig25724,324,1.54,100,7
contig25725,328,4.59,100,6
contig25726,339,10.78,100,12
contig25727,330,5.29,100,7
contig25728,325,2.77,100,4
contig25729,362,22.66,100,25
contig25730,338,11.5,100,12
contig25731,343,4.53,100,6
